Time;Jobs in queue: 0;Jobs in queue: 1;Jobs in queue: 2;Jobs in queue: 3;Jobs in queue: 4
0.0;1.0;0.0;0.0;0.0;0.0
0.1;0.9;0.1;0.0;0.0;0.0
0.2;0.8200000000000001;0.16999999999999998;0.010000000000000002;0.0;0.0
0.30000000000000004;0.7550000000000001;0.219;0.024999999999999998;0.0010000000000000002;0.0
0.4;0.7014000000000001;0.2532;0.042;0.0033000000000000004;1.0000000000000003E-4
0.5;0.6565800000000002;0.2769;0.05925;0.006850000000000001;4.200000000000001E-4
0.6000000000000001;0.6186120000000002;0.29310300000000006;0.075775;0.011447000000000002;0.0010630000000000001
0.7000000000000001;0.5860611000000001;0.30392110000000006;0.091075;0.016841400000000003;0.0021014000000000007
0.8;0.5578471;0.3108504900000001;0.10493625000000001;0.022790760000000004;0.003575400000000001
0.9;0.5331474390000001;0.3149587270000001;0.117313125;0.029083773000000007;0.005496936000000001
1.0;0.5113285678;0.3170130380000001;0.12825474999999997;0.035548024500000004;0.007855619700000002
1.1;0.49189701482000003;0.3175687621800001;0.13785990625;0.04204945657;0.010624860180000003
1.2000000000000002;0.47446418955600006;0.31703070185100013;0.14624974687499998;0.048488041898999995;0.013767319819
1.3;0.45872084078550013;0.3156959551239001;0.153551671875;0.05479214018859999;0.017239392027000002
1.4000000000000001;0.4444183522193401;0.3137840153651701;0.15989014703124999;0.060912818541079994;0.020994666843160002
1.5;0.4313549185339231;0.3114580622171951;0.165381801015625;0.06681873622030499;0.024986482012952
1.6;0.4193652329022503;0.3088401217287109;0.17013312065624997;0.07249181727910167;0.0291697074336873
1.7000000000000002;0.40831272178489636;0.3060219327388187;0.17423969042578125;0.07792373663227506;0.03350191841822874
1.8;0.3980836428802886;0.30307278741212273;0.17778631927773436;0.08311315019022104;0.03794410023963337
1.9000000000000001;0.38858255733347197;0.3000452261455005;0.18084764918242185;0.08806356210391363;0.04246100523469214
2.0;0.3797288242146748;0.29697920156798974;0.18348899817087888;0.0927817151248423;0.04702126092161429
2.1;0.3714538619500063;0.2939051434929471;0.1857672902059863;0.09727639800912316;0.05159730634193709
2.2;0.3636989901043004;0.29084623000995696;0.18773198631499607;0.10155757806209087;0.0561652155086557
2.3000000000000003;0.35641371409486605;0.2878200816498952;0.18942596985920165;0.10563578263203788;0.06070445176399921
2.4000000000000004;0.34955435085036896;0.2848400337153229;0.19088636231555461;0.10952166826795039;0.06519758485080307
2.5;0.34308291913686434;0.28191609828885067;0.192145260050771;0.11322572933099605;0.0696299931925178
2.6;0.33696623705206297;0.2790556965498441;0.1932303908026015;0.11675810878912572;0.0739895668063656
2.7;0.33117518300184107;0.27626422002534173;0.19416569317597818;0.12012848279219729;0.07826642100464162
2.8000000000000003;0.32568408670419113;0.2735454636380553;0.19497182482253644;0.12334599765181982;0.08245262718339719
2.9000000000000004;0.32047022439757755;0.270901962063117;0.19566660598701666;0.12641924332204924;0.08654196423023945
3.0;0.3155133981641315;0.26833525268895303;0.19626540532812994;0.129356251679365;0.09052969213942043
3.1;0.31079558361661364;0.26584608250038855;0.19678147469933574;0.13216451109024702;0.09441234809341488
3.2;0.3063006335049911;0.2634345718319058;0.19722623911853215;0.1348509911514727;0.0981875643930981
3.3000000000000003;0.30201402733768257;0.2611003447278769;0.1976095475931636;0.1374221732723412;0.10185390706893556
3.4000000000000004;0.297922659076702;0.25884263327538615;0.19793988987455272;0.13988408408408287;0.10541073368927611
3.5;0.29401465649657044;0.25666036151543437;0.1982245836355891;0.1422423296236492;0.10885806872875681
3.6;0.2902792269984568;0.25455221322556343;0.19846993602237964;0.14450212893535397;0.11219649481824605
3.7;0.2867065256211675;0.25251668688253437;0.19868138303399546;0.14666834623234573;0.11542705822995683
3.8000000000000003;0.2832875417473042;0.25055214037154383;0.19886360973868436;0.1487455211122718;0.11855118703019571
3.9000000000000004;0.28001400160972817;0.2486568274458339;0.19902065393932905;0.15073789656670544;0.1215706204384033
4.0;0.27687828419333876;0.24682892751157282;0.19915599555271718;0.1526494446911376;0.12448734805123354
4.1000000000000005;0.27387334852516215;0.24506656998386384;0.19927263366244477;0.15448389011330513;0.12730355771522392
4.2;0.27099267067103233;0.24336785420585172;0.19937315293967273;0.15624473122841098;0.13002159095503207
4.3;0.26823018902451423;0.24173086572575186;0.19945978089516445;0.15793525937219927;0.13264390498236994
4.4;0.265580256694638;0.24015368957256933;0.19953443722592668;0.15955857608551285;0.13517304042135286
4.5;0.2630375999824311;0.23863442105011193;0.19959877634654954;0.16111760863313823;0.13761159398776884
4.6000000000000005;0.2605972820891992;0.2371711744729876;0.19965422404556463;0.16261512393994243;0.1399621954523058
4.7;0.258254671327578;0.23576209019186645;0.19970200907774469;0.16405374110174098;0.14222748830106946
4.800000000000001;0.2560054132140069;0.23440534019402542;0.19974319039155647;0.1654359426192742;0.1444101135811366
4.9;0.25384540591200877;0.23309913251577669;0.19977868059457515;0.16676408449268865;0.14651269648495036
5.0;0.25177077857238556;0.23184171466327974;0.19980926617650666;0.16804040530210346;0.14853783528572417
5.1000000000000005;0.226593700715147;0.2338346210541903;0.20301251102518397;0.17121729138954378;0.1653418758159345
5.2;0.2039343306436323;0.233110529020286;0.2060947220280846;0.1743968133531078;0.1824636049548889
5.300000000000001;0.18354089757926909;0.23019290918262064;0.20879630272730476;0.17756660422060547;0.19990328629019968
5.4;0.16518680782134218;0.22552770802228547;0.21093596337283635;0.1806895740712754;0.21765994671226024
5.5;0.14866812703920795;0.21949361800219114;0.21239513783778124;0.18371421300143148;0.2357289041193878
5.6000000000000005;0.13380131433528716;0.2124110689058928;0.21310498585422222;0.18658230548506646;0.2541003254195309
5.7;0.12042118290175845;0.20455009344883224;0.21303559415938927;0.18923457352198203;0.27275855596803755
5.800000000000001;0.1083790646115826;0.19613720239412485;0.21218704408833358;0.19161467558572276;0.29168201332023574
5.9;0.09754115815042434;0.18736138861587062;0.2105820599189127;0.19367191243598383;0.31084348087880803
6.0;0.08778704233538191;0.178379365569326;0.20825999278860852;0.19536292718427672;0.3302106721224064
6.1000000000000005;0.07900833810184373;0.16932013324593156;0.20527193006668026;0.19665263374470993;0.34974696484083406
6.2;0.07195410495788901;0.16046871271562652;0.20163365390299554;0.19828003503238759;0.3676634933911009
6.300000000000001;0.06636338158925638;0.15202890135172645;0.19748362359555255;0.20030923150303553;0.38381486196042863
6.4;0.06200747695060663;0.14414417020913683;0.1929805354897822;0.20277925516914813;0.39808856218132577
6.5;0.0586896126597287;0.13690722818889672;0.18829287335530498;0.2057055693414551;0.41040471645461407
6.6000000000000005;0.056243332098478246;0.1303701077651401;0.18358962623831793;0.20908177842066905;0.42071515547739424
6.7;0.05453010212158463;0.12455401575266925;0.1790324389564707;0.2128815645141357;0.4290018786551393
6.800000000000001;0.05343648246076958;0.11945836920169384;0.17476931603060883;0.21706086295330432;0.435274969353623
6.9;0.05287116898276038;0.115068618400758;0.17092988322462513;0.22156027251704752;0.4395700568748085
7.0;0.052762139912518456;0.11136263037603228;0.1676221242603974;0.2263076738839045;0.4419454315671469
7.1000000000000005;0.05305405744006823;0.10831555602389914;0.16493045235313625;0.2312210068057159;0.44247892737718
7.2;0.05370600727737586;0.10590322546362409;0.1629149432151044;0.23621113699188845;0.4412646870520066
7.300000000000001;0.05468960007745571;0.10410420671008808;0.16161154306656342;0.24118473061781714;0.43840991952807506
7.4;0.05598741350586587;0.10290072290999575;0.16103306662174735;0.24604704914185854;0.43403174782053194
7.5;0.05759172275897898;0.10227865602940538;0.16117081102697997;0.25070457979735455;0.4282542303872806
7.6000000000000005;0.059503449685286494;0.10222687432718082;0.1619966281850006;0.25506742671456156;0.42120562108797
7.7;0.06173125466293231;0.10273611217161698;0.16346531668158348;0.2590514024114781;0.4130159140723885
7.800000000000001;0.06429069873122653;0.10379760880409566;0.16551721351762785;0.2625797773296661;0.40381470161738336
7.9;0.06720341365047248;0.10540168222102664;0.1680808837893581;0.26558466413435683;0.39372935620478544
8.0;0.07049623209642276;0.10753637951296272;0.1710758227652998;0.2680080318465477;0.3828835337787665
8.1;0.07420024683807676;0.11018630909654242;0.17441509934819088;0.2698023611316448;0.37139598358554465
8.200000000000001;0.07779885306392333;0.11301058189586069;0.17753094650137144;0.27042299719868934;0.36123662134015466
8.3;0.08132002594711707;0.11594144547321802;0.18036811511055215;0.2702151545431041;0.35215525892600813
8.4;0.08478216789972716;0.11892197048434136;0.18291015209007394;0.2694244610381393;0.3439612484877177
8.5;0.08819614815818858;0.12190680838645318;0.1851627648243072;0.26822670888829053;0.3365075697427598
8.6;0.09156721418101503;0.12486133800741214;0.18714356358692016;0.2667484005673391;0.3296794836573129
8.700000000000001;0.09489662656365475;0.12776014818272322;0.18887582472701123;0.26508102517829457;0.32338637534831555
8.8;0.0981829787255616;0.13058536367524515;0.19038477711771074;0.26329104015016835;0.31755584033131345
8.9;0.10142321722052997;0.13332506652452336;0.19169546207670995;0.2614268938650371;0.31212936031319893
9.0;0.1046134021509293;0.13597192114934267;0.192831565700324;0.25952399733102055;0.3070591136683828
9.1;0.10774925405077064;0.13852203370459948;0.19381484440829552;0.25760826580168705;0.3023056020346465
9.200000000000001;0.11082653201615353;0.1409740368095862;0.19466490547726506;0.25569865728564384;0.29783586841135057
9.3;0.1138412824954968;0.14332837319701083;0.19539919379133508;0.25380900321737665;0.29362214729877995
9.4;0.1167899915656482;0.14558674618629186;0.19603309267450683;0.2519493366829128;0.28964083289063963
9.5;0.11966966702771258;0.147751705373049;0.19658008242652594;0.2501268619028449;0.28587168326986695
9.600000000000001;0.12247787086224621;0.14982633924386304;0.19705192266881014;0.2483466660919152;0.2822972011331647
9.700000000000001;0.1252127177004079;0.15181405074819604;0.19745883866862593;0.24661224525372963;0.27890214762903975
9.8;0.12787285100518672;0.15371839623546021;0.19780970053509328;0.24492589483275026;0.2756731573915087
9.9;0.13045740552821405;0.15554297214239615;0.19811218953489565;0.24328900165886044;0.27259843113563287
10.0;0.13296596218963228;0.15729133722022787;0.19837294900804217;0.2417022633941412;0.2696674881879556
10.100000000000001;0.11966936597066904;0.15485879971716832;0.19426478782926074;0.23736933195553128;0.29383771452736973
10.200000000000001;0.10770242937360214;0.1513398563425184;0.19032418901805148;0.23305887754290422;0.3175746477229229
10.3;0.09693218643624192;0.14697611364562677;0.18642575575049816;0.2287854086904189;0.3408805354772133
10.4;0.08723896779261772;0.14197172092468827;0.18248079154001104;0.22454944339642682;0.3637590763462552
10.5;0.07851507101335595;0.13649844561148122;0.17842988447847874;0.22034257821078523;0.3862140206858979
10.600000000000001;0.07066356391202035;0.1307001081516687;0.174236740591779;0.21615130883755457;0.4082482785069764
10.700000000000001;0.06359720752081831;0.12469645372770385;0.16988307734776797;0.21195985201297698;0.42986340939073187
10.8;0.057237486768736474;0.1185865291070153;0.16536441498576157;0.2077521745464561;0.4510593945920296
10.9;0.051513738091862826;0.11245162487318743;0.16068662639788694;0.20351339859038664;0.4718346120466752
11.0;0.046362364282676545;0.10635783619505497;0.15586312624541698;0.19923072137113668;0.4921859519057138
11.100000000000001;0.04172612785440889;0.10035828900381713;0.1509125972403808;0.1948939618585647;0.5121090240428274
11.200000000000001;0.038055306513987086;0.09474784443005911;0.14607707323981536;0.19208190070766762;0.5290378751084697
11.3;0.03519725430688897;0.08959188292654947;0.14140419863351825;0.19085097770489043;0.5429556864281518
11.4;0.033021407120098316;0.08492960480018796;0.13696466874889196;0.19118787042860214;0.5538964489022186
11.5;0.03141785850409225;0.08077948631115309;0.13284562638761577;0.19301972183010346;0.5619373069670344
11.600000000000001;0.03029555981146185;0.07714497703235858;0.12914336476603167;0.19622525191427795;0.5671908464758688
11.700000000000001;0.02958035314128642;0.0740199869422791;0.12595598260711174;0.20064603103630105;0.5697976462730205
11.8;0.02921301737013755;0.07139378341044897;0.1233765347356501;0.2060973327266673;0.569919331757095
11.9;0.02914746696954175;0.06925501685942588;0.12148709152277067;0.21237813288878268;0.5677322917594778
12.0;0.02934919603126174;0.06759470523028797;0.12035398091790674;0.21927996590136273;0.5634221519191795
12.100000000000001;0.029794011689649964;0.0664081180947663;0.12002435259831765;0.22659447670390795;0.5571790409133568
12.200000000000001;0.030467057015897112;0.06569560035194999;0.12052408597376996;0.23411961532486864;0.5491936413335129
12.3;0.0313620873354244;0.0654624551556539;0.12185696917265387;0.24166450395027742;0.5396539843859889
12.4;0.03248093818699946;0.06571806178473594;0.1240050075314994;0.24905306670083627;0.5287429257959274
12.5;0.03383310869323103;0.06647443562723573;0.12692967709867664;0.2561265509205589;0.5166362276602962
12.600000000000001;0.03543538049595061;0.06774444604419333;0.1305739184881737;0.262745089293851;0.5035011656778299
12.700000000000001;0.03731139812989101;0.06953989728488749;0.13486466490822988;0.26878845832400156;0.48949558135298854
12.8;0.039491149586117345;0.07186965261737194;0.13971571058623622;0.27415618443988826;0.47476730277038476
12.9;0.04201030336306909;0.07473794753144428;0.1450307474361785;0.27876713770426775;0.45945386396503896
13.0;0.044909378042249384;0.07814299910555651;0.15070642452117355;0.2825587376722321;0.443682460658787
13.100000000000001;0.0482327401485801;0.08207597954078749;0.15663531329471772;0.28548587865578173;0.42757008836013155
13.200000000000001;0.05161706408780084;0.08614758897695977;0.1620644364554311;0.28680924309011036;0.41336166738969654
13.3;0.05507011657671673;0.090286221235891;0.16694723237105188;0.2869900048566011;0.40070642495973796
13.4;0.058591727042634156;0.09443071188348967;0.1712854085060907;0.2863573696183599;0.38933478294942425
13.5;0.062175625526719715;0.09853228306166423;0.17510713495505753;0.2851479148402394;0.3790370416163178
13.600000000000001;0.06581129128021417;0.10255410249750911;0.17845372775423637;0.28353274952932905;0.36964812893870996
13.700000000000001;0.06948557240194365;0.10646978390145233;0.1813716674060729;0.28163638529275786;0.36103659099777186
13.8;0.07318399355189453;0.1102615511019635;0.18390795084427933;0.2795499340745908;0.35309657042727044
13.9;0.07689174930690143;0.1139184353211882;0.1861075091930789;0.2773403993868276;0.34574190679200245
14.0;0.08059441790833011;0.1174346741069486;0.18801189082526468;0.27505726110797024;0.3389017560514849
14.100000000000001;0.08427844352819196;0.12080837015891835;0.1896587061817036;0.2727371735740512;0.3325173065571335
14.200000000000001;0.0879314361912646;0.12404041109812426;0.19108151931865983;0.2704073401331246;0.3265392932588253
14.3;0.09154233368195057;0.12713362442949186;0.19230999057805276;0.2680879533642482;0.3209260979462552
14.4;0.0951014627567047;0.13009213196959385;0.19337015024181622;0.26579397154382933;0.3156422834880545
14.5;0.09860052967799361;0.13292086687552718;0.19428473054479528;0.26353642060805055;0.310657452293632
14.600000000000001;0.10203256339774697;0.13562521952270062;0.195073513184194;0.2613233547702832;0.3059453491250738
14.700000000000001;0.10539182901024233;0.1382107832763546;0.19575366797665356;0.2591605700471533;0.3014831496895947
14.8;0.10867372443685355;0.14068317631977328;0.19634006971367363;0.2570521378043475;0.2972508917253506
14.9;0.11187466962514553;0.14304792047087134;0.196845587183351;0.25500080638738043;0.2932310163332503
15.0;0.1149919947097181;0.14531036205754672;0.19728134243250595;0.25300830546156444;0.28940799533866335
15.100000000000001;0.1034927952387463;0.14227852532276386;0.19208424439501;0.2474356091586586;0.3147088258848198
15.200000000000001;0.09314351571487167;0.1383999523143621;0.1871036724877854;0.24190047268229373;0.3394523868006857
15.3;0.08382916414338451;0.13387430865441308;0.1822333004704431;0.23642079266284288;0.36364243406891505
15.4;0.07544624772904605;0.1288697942033102;0.17739740128884007;0.2310020434436029;0.38728451333519937
15.5;0.06790162295614145;0.12352743955588379;0.17254464058028707;0.2256415792281266;0.41038471767955964
15.600000000000001;0.061111460660527306;0.11796485789590955;0.16764292047784674;0.22033188536334267;0.4329488756023723
15.700000000000001;0.055000314594474575;0.11227951817237132;0.162675114219653;0.21506298887479308;0.45498206413870657
15.8;0.04950028313502712;0.10655159781458165;0.15763555461492482;0.20982420140927907;0.47648836302618586
15.9;0.04455025482152441;0.1008464663466262;0.1525271589348905;0.20460533672984363;0.49747078316711385
16.0;0.04009522933937197;0.09521684519411602;0.14735908967606406;0.19939751895034832;0.5179313168400982
16.1;0.03608570640543477;0.08970468360864162;0.14214486522786926;0.1941936760229199;0.537871068735133
16.2;0.032925659182934504;0.08460498679641706;0.13716109111992172;0.19070718190697591;0.5546010809937494
16.3;0.03047914313260522;0.07996261507830386;0.1324409415954418;0.18899151181913823;0.5681257883745096
16.400000000000002;0.028630668045519253;0.07580144278149108;0.12804136749708347;0.18902346894509914;0.5785030527308057
16.5;0.02728363009659715;0.07212916380220574;0.12403701705448453;0.1907148504760117;0.5858353385706995
16.6;0.02635849618199258;0.06894230676295185;0.12051317756479481;0.19392507933622616;0.5902609401540331
16.7;0.025790915766681875;0.06623105182891122;0.11755844753775344;0.19847396498361725;0.5919456198830346
16.8;0.02552991100402558;0.06398349707249776;0.11525775107747444;0.20415392116051045;0.5910749196854901
16.900000000000002;0.025536259786522932;0.0621891086258496;0.1136861724802982;0.21074114409320602;0.5878473150141216
17.0;0.02578114369603387;0.060841191615367114;0.11290393981743418;0.21800542462335643;0.5824683002478067
17.1;0.026245088907198837;0.05993832423353714;0.11295273923752358;0.22571841992398672;0.575145427697752
17.2;0.026917187849323496;0.05948479352612255;0.1138534101748804;0.23366033728289748;0.5660842711667743
17.3;0.0277945566759585;0.059490149957368114;0.11560496413648563;0.24162508060512833;0.5554852486250575
17.400000000000002;0.028881960755591577;0.059968053550869795;0.11818479028903567;0.24942397987955942;0.5435412155249415
17.5;0.030191528428593302;0.060934615843013594;0.12154985988655576;0.25688826741568377;0.5304357284261516
17.6;0.031742471773959995;0.06240645040483722;0.12563871604688615;0.263870486238556;0.5163418755357586
17.7;0.03356074062895097;0.06439863379311342;0.13037403109801485;0.2702450203631652;0.5014215741167536
17.8;0.03567855043847051;0.06692275324761379;0.1356655254550625;0.2759079285057052;0.4858252423531461
17.900000000000002;0.0381337431869087;0.06998518246536983;0.14141306450887547;0.2807762464469106;0.4696917633919334
18.0;0.04096896120242796;0.07358568733165675;0.14750977858863826;0.2847869023628843;0.4531486705143908
18.1;0.04423063381535084;0.07771642384443202;0.15384508184036472;0.2878953668006103;0.43631249369924013
18.2;0.047579212818258956;0.08198071064111717;0.159637244536796;0.2893320509944487;0.4214707810093772
18.3;0.05101936260054478;0.08630621424839924;0.1648410717929934;0.2895764433501763;0.4082569080078843
18.400000000000002;0.054548047765330225;0.0906310148380732;0.16946112319425227;0.28897095266022876;0.39638886154211345
18.5;0.058156344472604524;0.09490572896641683;0.17352909530523203;0.28776176060181957;0.38564707065392495
18.6;0.06183128292198575;0.09909312715091712;0.17709002520100925;0.28612702507737137;0.3758585396487144
18.7;0.06555746734487888;0.1031666325330332;0.18019403538363626;0.28419647654686947;0.3668853881915801
18.8;0.06931838386369432;0.10710845629927808;0.1828915392148993;0.28206512359501723;0.35861649702710907
18.900000000000002;0.07309739110725269;0.11090775734728182;0.18523058936134898;0.2798029025002146;0.35096135968389985
19.0;0.0768784277312556;0.11455900392468561;0.18725553747382884;0.27746151690469656;0.34384551396553137
19.1;0.0806464853505986;0.11806059966025692;0.1890064820620013;0.27507931866769325;0.3372071142594479
19.200000000000003;0.08438789678156443;0.12141377646946554;0.19051917748239605;0.2726848145662995;0.3309943347002724
19.3;0.08809048475035453;0.12462172860196848;0.19182520108949336;0.2702992028713065;0.3251633826868751
19.400000000000002;0.09174360913551592;0.12768895146555956;0.1929522540189222;0.267938220674682;0.3196769647053182
19.5;0.09533814336852028;0.13062074748789143;0.19392452042916192;0.26561349841216964;0.3145030903022546
19.6;0.0988664037804574;0.13342286437008136;0.19476304093333566;0.2633335598028773;0.30961413111324604
19.700000000000003;0.1023220498394198;0.1361012359674444;0.1954860751639644;0.26110456504696;0.30498607398220917
19.8;0.10569996845222226;0.13866180127429395;0.19610944023261195;0.2589308669521853;0.30059792308868427
19.900000000000002;0.10899615173442943;0.14111038188791858;0.19664681900873748;0.25681542989387784;0.2964312174750343
20.0;0.11220757474977835;0.14345260258465156;0.19711003638516963;0.2547601475634794;0.29246963871691867
20.1;0.10098681727480052;0.14032809980116423;0.19174429300511783;0.24899513644564844;0.3179456534732666
20.200000000000003;0.09088813554732048;0.13639397154852786;0.18660267368472247;0.2432700521015954;0.3428451671178314
20.3;0.08179932199258842;0.1318433879484071;0.18158180347110303;0.23760331425990813;0.36717217232799093
20.400000000000002;0.07361938979332958;0.12683898135282523;0.17660796191883343;0.2320011631810276;0.39093250375398175
20.5;0.06625745081399662;0.12151702219687567;0.17163106386223262;0.22646184305480818;0.4141326200720845
20.6;0.059631705732596955;0.11599106505858778;0.16661965969569692;0.22097876513555062;0.43677880437756533
20.700000000000003;0.05366853515933726;0.11035512912598869;0.161556800231986;0.21554285459156525;0.4588766808911203
20.8;0.04830168164340354;0.10468646972932355;0.15643663312138625;0.2101442491556073;0.4804309663502768
20.900000000000002;0.04347151347906318;0.09904799092073155;0.15126161678217998;0.2047734875521852;0.5014453912658375
21.0;0.039124362131156866;0.09349034317656471;0.1460402541960351;0.19942230047518467;0.5219227400210561
21.1;0.035211925918041176;0.08805374507202392;0.14078526309408806;0.1940840958472697;0.5418649700685746
21.200000000000003;0.03213100205159718;0.08303322074673596;0.13577860545564754;0.19049311694305807;0.5585640548029588
21.3;0.029748234053904817;0.07847045272431119;0.1310512120996305;0.18870237517291602;0.572027725949235
21.400000000000002;0.027950467439379;0.07438694224790034;0.12665790360819787;0.18868713912723226;0.582317547577288
21.5;0.026643159540399107;0.07078871399425417;0.1226713921825488;0.19035682374432994;0.5895399105384656
21.6;0.025748561436215553;0.06767122550357604;0.11917526015276386;0.19356785775800522;0.5938370951494369
21.700000000000003;0.02520384205770128;0.06502408013631564;0.11625663461600233;0.19813667511922403;0.5953787680707544
21.8;0.0249593006567022;0.06283519573524324;0.11399918058564643;0.20385214432220541;0.5943541787002004
21.900000000000002;0.02497677842044171;0.061094165621405266;0.11247690065006849;0.2104869293236693;0.5909652259844129
22.0;0.025228338031360778;0.059794649977598764;0.1117490784375142;0.2178074498060427;0.5854204837474812
22.1;0.02569523672710464;0.058935740205970734;0.11185655415994906;0.22558226436626178;0.5779302045407113
22.200000000000003;0.026367178765722567;0.05852233462555294;0.11281938682589843;0.23358883005522527;0.5687022697275983
22.3;0.027241800966683487;0.05856464217159063;0.11463584819962348;0.24161869211263495;0.5579390165494649
22.400000000000002;0.028324322611168528;0.059076986442922044;0.11728261245116595;0.24948122880972778;0.5458348496850132
22.5;0.029627279401056215;0.06007611388032377;0.1207159529954409;0.2570061206351416;0.532574533088035
